text,arrayWords,arrayFeatures,arrayScaledFeatures
“That’s right!” shouted the Queen. “Can you play croquet?”,"[“that’s, right!”, shouted, the, queen., “can, you, play, croquet?”]","[58.0,9.0]","[0.5221243974859183,0.1286035374308971]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"The soldiers were silent, and looked at Alice, as the question was","[the, soldiers, were, silent,, and, looked, at, alice,, as, the, question, was]","[66.0,12.0]","[0.7936691552609052,0.6745153932746865]"
evidently meant for her.,"[evidently, meant, for, her.]","[24.0,4.0]","[-0.631940823057776,-0.781249555642085]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
“Yes!” shouted Alice.,"[“yes!”, shouted, alice.]","[21.0,3.0]","[-0.7337701072233961,-0.9632201742566815]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“Come on, then!” roared the Queen, and Alice joined the procession,","[“come, on,, then!”, roared, the, queen,, and, alice, joined, the, procession,]","[67.0,11.0]","[0.8276122499827785,0.49254477466009]"
wondering very much what would happen next.,"[wondering, very, much, what, would, happen, next.]","[43.0,7.0]","[0.012977976657817879,-0.23533769979829575]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
“It’s—it’s a very fine day!” said a timid voice at her side. She was,"[“it’s—it’s, a, very, fine, day!”, said, a, timid, voice, at, her, side., she, was]","[68.0,14.0]","[0.8615553447046519,1.0384566305038794]"
"walking by the White Rabbit, who was peeping anxiously into her face.","[walking, by, the, white, rabbit,, who, was, peeping, anxiously, into, her, face.]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“Very,” said Alice: “—where’s the Duchess?”","[“very,”, said, alice:, “—where’s, the, duchess?”]","[43.0,6.0]","[0.012977976657817879,-0.4173083184128922]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“Hush! Hush!” said the Rabbit in a low, hurried tone. He looked","[“hush!, hush!”, said, the, rabbit, in, a, low,, hurried, tone., he, looked]","[63.0,12.0]","[0.6918398710952851,0.6745153932746865]"
"anxiously over his shoulder as he spoke, and then raised himself upon","[anxiously, over, his, shoulder, as, he, spoke,, and, then, raised, himself, upon]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
"tiptoe, put his mouth close to her ear, and whispered “She’s under","[tiptoe,, put, his, mouth, close, to, her, ear,, and, whispered, “she’s, under]","[66.0,12.0]","[0.7936691552609052,0.6745153932746865]"
sentence of execution.”,"[sentence, of, execution.”]","[23.0,3.0]","[-0.6658839177796493,-0.9632201742566815]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
“What for?” said Alice.,"[“what, for?”, said, alice.]","[23.0,4.0]","[-0.6658839177796493,-0.781249555642085]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
“Did you say ‘What a pity!’?” the Rabbit asked.,"[“did, you, say, ‘what, a, pity!’?”, the, rabbit, asked.]","[47.0,9.0]","[0.14875035554531132,0.1286035374308971]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“No, I didn’t,” said Alice: “I don’t think it’s at all a pity. I said","[“no,, i, didn’t,”, said, alice:, “i, don’t, think, it’s, at, all, a, pity., i, said]","[69.0,15.0]","[0.8954984394265252,1.2204272491184758]"
‘What for?’”,"[‘what, for?’”]","[12.0,2.0]","[-1.0392579597202563,-1.145190792871278]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
“She boxed the Queen’s ears—” the Rabbit began. Alice gave a little,"[“she, boxed, the, queen’s, ears—”, the, rabbit, began., alice, gave, a, little]","[67.0,12.0]","[0.8276122499827785,0.6745153932746865]"
"scream of laughter. “Oh, hush!” the Rabbit whispered in a frightened","[scream, of, laughter., “oh,, hush!”, the, rabbit, whispered, in, a, frightened]","[68.0,11.0]","[0.8615553447046519,0.49254477466009]"
"tone. “The Queen will hear you! You see, she came rather late, and the","[tone., “the, queen, will, hear, you!, you, see,, she, came, rather, late,, and, the]","[70.0,14.0]","[0.9294415341483986,1.0384566305038794]"
Queen said—”,"[queen, said—”]","[12.0,2.0]","[-1.0392579597202563,-1.145190792871278]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“Get to your places!” shouted the Queen in a voice of thunder, and","[“get, to, your, places!”, shouted, the, queen, in, a, voice, of, thunder,, and]","[66.0,13.0]","[0.7936691552609052,0.8564860118892829]"
"people began running about in all directions, tumbling up against each","[people, began, running, about, in, all, directions,, tumbling, up, against, each]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
"other; however, they got settled down in a minute or two, and the game","[other;, however,, they, got, settled, down, in, a, minute, or, two,, and, the, game]","[70.0,14.0]","[0.9294415341483986,1.0384566305038794]"
began. Alice thought she had never seen such a curious croquet-ground,"[began., alice, thought, she, had, never, seen, such, a, curious, croquet-ground]","[69.0,11.0]","[0.8954984394265252,0.49254477466009]"
in her life; it was all ridges and furrows; the balls were live,"[in, her, life;, it, was, all, ridges, and, furrows;, the, balls, were, live]","[63.0,13.0]","[0.6918398710952851,0.8564860118892829]"
"hedgehogs, the mallets live flamingoes, and the soldiers had to double","[hedgehogs,, the, mallets, live, flamingoes,, and, the, soldiers, had, to, double]","[70.0,11.0]","[0.9294415341483986,0.49254477466009]"
"themselves up and to stand on their hands and feet, to make the arches.","[themselves, up, and, to, stand, on, their, hands, and, feet,, to, make, the, arches.]","[71.0,14.0]","[0.963384628870272,1.0384566305038794]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
The chief difficulty Alice found at first was in managing her flamingo:,"[the, chief, difficulty, alice, found, at, first, was, in, managing, her, flamingo:]","[71.0,12.0]","[0.963384628870272,0.6745153932746865]"
"she succeeded in getting its body tucked away, comfortably enough,","[she, succeeded, in, getting, its, body, tucked, away,, comfortably, enough,]","[66.0,10.0]","[0.7936691552609052,0.31057415604549354]"
"under her arm, with its legs hanging down, but generally, just as she","[under, her, arm,, with, its, legs, hanging, down,, but, generally,, just, as, she]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"had got its neck nicely straightened out, and was going to give the","[had, got, its, neck, nicely, straightened, out,, and, was, going, to, give, the]","[67.0,13.0]","[0.8276122499827785,0.8564860118892829]"
"hedgehog a blow with its head, it _would_ twist itself round and look","[hedgehog, a, blow, with, its, head,, it, _would_, twist, itself, round, and, look]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"up in her face, with such a puzzled expression that she could not help","[up, in, her, face,, with, such, a, puzzled, expression, that, she, could, not, help]","[70.0,14.0]","[0.9294415341483986,1.0384566305038794]"
"bursting out laughing: and when she had got its head down, and was","[bursting, out, laughing:, and, when, she, had, got, its, head, down,, and, was]","[66.0,13.0]","[0.7936691552609052,0.8564860118892829]"
"going to begin again, it was very provoking to find that the hedgehog","[going, to, begin, again,, it, was, very, provoking, to, find, that, the, hedgehog]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"had unrolled itself, and was in the act of crawling away: besides all","[had, unrolled, itself,, and, was, in, the, act, of, crawling, away:, besides, all]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"this, there was generally a ridge or furrow in the way wherever she","[this,, there, was, generally, a, ridge, or, furrow, in, the, way, wherever, she]","[67.0,13.0]","[0.8276122499827785,0.8564860118892829]"
"wanted to send the hedgehog to, and, as the doubled-up soldiers were","[wanted, to, send, the, hedgehog, to,, and,, as, the, doubled-up, soldiers, were]","[68.0,12.0]","[0.8615553447046519,0.6745153932746865]"
"always getting up and walking off to other parts of the ground, Alice","[always, getting, up, and, walking, off, to, other, parts, of, the, ground,, alice]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
soon came to the conclusion that it was a very difficult game indeed.,"[soon, came, to, the, conclusion, that, it, was, a, very, difficult, game, indeed.]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"The players all played at once without waiting for turns, quarrelling","[the, players, all, played, at, once, without, waiting, for, turns,, quarrelling]","[69.0,11.0]","[0.8954984394265252,0.49254477466009]"
"all the while, and fighting for the hedgehogs; and in a very short time","[all, the, while,, and, fighting, for, the, hedgehogs;, and, in, a, very, short, time]","[71.0,14.0]","[0.963384628870272,1.0384566305038794]"
"the Queen was in a furious passion, and went stamping about, and","[the, queen, was, in, a, furious, passion,, and, went, stamping, about,, and]","[64.0,12.0]","[0.7257829658171584,0.6745153932746865]"
shouting “Off with his head!” or “Off with her head!” about once in a,"[shouting, “off, with, his, head!”, or, “off, with, her, head!”, about, once, in, a]","[69.0,14.0]","[0.8954984394265252,1.0384566305038794]"
minute.,[minute.],"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"Alice began to feel very uneasy: to be sure, she had not as yet had any","[alice, began, to, feel, very, uneasy:, to, be, sure,, she, had, not, as, yet, had, any]","[71.0,16.0]","[0.963384628870272,1.4023978677330722]"
"dispute with the Queen, but she knew that it might happen any minute,","[dispute, with, the, queen,, but, she, knew, that, it, might, happen, any, minute,]","[69.0,13.0]","[0.8954984394265252,0.8564860118892829]"
"“and then,” thought she, “what would become of me? They’re dreadfully","[“and, then,”, thought, she,, “what, would, become, of, me?, they’re, dreadfully]","[69.0,11.0]","[0.8954984394265252,0.49254477466009]"
"fond of beheading people here; the great wonder is, that there’s any","[fond, of, beheading, people, here;, the, great, wonder, is,, that, there’s, any]","[68.0,12.0]","[0.8615553447046519,0.6745153932746865]"
one left alive!”,"[one, left, alive!”]","[16.0,3.0]","[-0.9034855808327629,-0.9632201742566815]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"She was looking about for some way of escape, and wondering whether she","[she, was, looking, about, for, some, way, of, escape,, and, wondering, whether, she]","[71.0,13.0]","[0.963384628870272,0.8564860118892829]"
"could get away without being seen, when she noticed a curious","[could, get, away, without, being, seen,, when, she, noticed, a, curious]","[61.0,11.0]","[0.6239536816515383,0.49254477466009]"
"appearance in the air: it puzzled her very much at first, but, after","[appearance, in, the, air:, it, puzzled, her, very, much, at, first,, but,, after]","[68.0,13.0]","[0.8615553447046519,0.8564860118892829]"
"watching it a minute or two, she made it out to be a grin, and she said","[watching, it, a, minute, or, two,, she, made, it, out, to, be, a, grin,, and, she, said]","[71.0,17.0]","[0.963384628870272,1.5843684863476686]"
to herself “It’s the Cheshire Cat: now I shall have somebody to talk,"[to, herself, “it’s, the, cheshire, cat:, now, i, shall, have, somebody, to, talk]","[68.0,13.0]","[0.8615553447046519,0.8564860118892829]"
to.”,[to.”],"[4.0,1.0]","[-1.3108027174952432,-1.3271614114858743]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“How are you getting on?” said the Cat, as soon as there was mouth","[“how, are, you, getting, on?”, said, the, cat,, as, soon, as, there, was, mouth]","[66.0,14.0]","[0.7936691552609052,1.0384566305038794]"
enough for it to speak with.,"[enough, for, it, to, speak, with.]","[28.0,6.0]","[-0.4961684441702825,-0.4173083184128922]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"Alice waited till the eyes appeared, and then nodded. “It’s no use","[alice, waited, till, the, eyes, appeared,, and, then, nodded., “it’s, no, use]","[66.0,12.0]","[0.7936691552609052,0.6745153932746865]"
"speaking to it,” she thought, “till its ears have come, or at least one","[speaking, to, it,”, she, thought,, “till, its, ears, have, come,, or, at, least, one]","[71.0,14.0]","[0.963384628870272,1.0384566305038794]"
"of them.” In another minute the whole head appeared, and then Alice put","[of, them.”, in, another, minute, the, whole, head, appeared,, and, then, alice, put]","[71.0,13.0]","[0.963384628870272,0.8564860118892829]"
"down her flamingo, and began an account of the game, feeling very glad","[down, her, flamingo,, and, began, an, account, of, the, game,, feeling, very, glad]","[70.0,13.0]","[0.9294415341483986,0.8564860118892829]"
she had someone to listen to her. The Cat seemed to think that there,"[she, had, someone, to, listen, to, her., the, cat, seemed, to, think, that, there]","[68.0,14.0]","[0.8615553447046519,1.0384566305038794]"
"was enough of it now in sight, and no more of it appeared.","[was, enough, of, it, now, in, sight,, and, no, more, of, it, appeared.]","[58.0,13.0]","[0.5221243974859183,0.8564860118892829]"
"",[],"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]"
"“I don’t think they play at all fairly,” Alice began, in rather a","[“i, don’t, think, they, play, at, all, fairly,”, alice, began,, in, rather, a]","[65.0,13.0]","[0.7597260605390318,0.8564860118892829]"
"complaining tone, “and they all quarrel so dreadfully one can’t hear","[complaining, tone,, “and, they, all, quarrel, so, dreadfully, one, can’t, hear]","[68.0,11.0]","[0.8615553447046519,0.49254477466009]"
oneself speak—and they don’t seem to have any rules in particular; at,"[oneself, speak—and, they, don’t, seem, to, have, any, rules, in, particular;, at]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
"least, if there are, nobody attends to them—and you’ve no idea how","[least,, if, there, are,, nobody, attends, to, them—and, you’ve, no, idea, how]","[66.0,12.0]","[0.7936691552609052,0.6745153932746865]"
"confusing it is all the things being alive; for instance, there’s the","[confusing, it, is, all, the, things, being, alive;, for, instance,, there’s, the]","[69.0,12.0]","[0.8954984394265252,0.6745153932746865]"
